genes,logFC.genotypenpr4.4D,logFC.genotypenpr4.4D.treatmenttreated,logCPM,LR,PValue,FDR,AGI,symbol2,full_name
AT4G15490.1,0.5639507099048817,0.045247203128001165,4.846258594741102,25.642818845149908,2.7022942526114018e-6,3.21994650624994e-4,AT4G15490,UGT84A3,"NA"
AT1G05680.1,2.1135529674120015,-0.5832076945965196,3.3843718400892433,25.608868574174803,2.748557616195362e-6,3.263499399978677e-4,AT1G05680,UGT74E2,Uridine diphosphate glycosyltransferase 74E2
AT1G75280.1,0.3993543157153336,0.05434315231019179,6.186387722508435,25.487456910146506,2.9205796384269568e-6,3.4555393313529084e-4,AT1G75280,NA,NA
AT3G23190.1,0.07996206751546485,-1.0558108198597103,3.49529821200147,25.318130621225414,3.178613982917788e-6,3.747641651017667e-4,AT3G23190,NA,NA
AT5G44585.1,-0.8304106142667003,0.08441740757314223,2.287181177898442,25.140579726679874,3.473701341960519e-6,4.081234702536971e-4,AT5G44585,NA,NA
AT4G08115.1,-0.995586142251366,0.027792354207791782,1.301021440816133,25.084414971486552,3.5726337619024305e-6,4.18284458771587e-4,AT4G08115,NA,NA
AT5G04930.1,0.008297265821300552,-0.5796932417595649,6.716746740039315,24.983749003047954,3.7570574443998404e-6,4.3789437265918e-4,AT5G04930,ALA1,aminophospholipid ATPase 1
AT3G11402.1,0.026652212923291396,-1.099578481317424,3.656599496427192,24.97889402972092,3.7661887297929593e-6,4.3789437265918e-4,AT3G11402,NA,NA
AT3G23085.1,5.747018304558496,-1.1311805614961123,-2.2980656534473716,24.90767119039035,3.9027247489553485e-6,4.5220467935999176e-4,AT3G23085,NA,NA
AT1G52618.1,-1.188475538360378,0.42658645506434045,1.1373387762474798,24.892286926345207,3.932860779542201e-6,4.541305426604022e-4,AT1G52618,NA,NA
AT4G01080.1,0.6056182051006708,0.35189544179460036,2.631892463249146,24.881901465469475,3.953336181031316e-6,4.549315149144325e-4,AT4G01080,TBL26,TRICHOME BIREFRINGENCE-LIKE 26
AT3G01290.1,-0.03383265593544594,-0.7701094950643067,7.835708658189842,24.871990211758856,3.9729760637498274e-06,4.5563120032123444e-4,AT3G01290,AtHIR2;HIR2,NA;hypersensitive induced reaction 2
AT1G21550.1,0.6261672553111229,-1.7047762892176266,1.9571445767005289,24.67710814234867,4.379596017950396e-6,5.005550523645211e-4,AT1G21550,NA,NA
AT2G04450.1,0.14834940995971155,-1.5850800650835826,2.510636517425408,24.6495379538728,4.440387205234595e-6,5.05782680916247e-4,AT2G04450,ATNUDT6;ATNUDX6;NUDT6;NUDX6,nudix hydrolase homolog 6;Arabidopsis thaliana nucleoside diphosphate linked to  some moiety X 6;nudix hydrolase homolog 6;nucleoside diphosphates linked to  some moiety X 6
AT2G15120.1,-0.47600484677450783,-1.2862524812893787,0.12052697534728651,24.58425030982153,4.587730250902122e-6,5.208003780095038e-4,AT2G15120,NA,NA
AT4G27000.1,0.40861160308414246,-0.07482931818207585,6.925480794436033,24.533953831848727,4.704566543624771e-6,5.322654713766988e-4,AT4G27000,ATRBP45C,"NA"
AT1G55850.1,0.24213764269285584,0.5719013409377696,7.075432657918858,24.46183966019511,4.877294829115232e-6,5.499559088856712e-4,AT1G55850,ATCSLE1;CSLE1,NA;cellulose synthase like E1
AT5G02380.1,0.34551817968965554,0.09937533144340543,8.899485219588993,24.440427278128354,4.9297926034308376e-6,5.54016358061816e-4,AT5G02380,MT2B,metallothionein 2B
AT1G16670.1,-0.21149013432028785,-0.38356781343771573,4.9589472668453904,24.43286425211138,4.948469970385965e-6,5.542616264830306e-4,AT1G16670,CRPK1,cold-responsive protein kinase 1
AT3G28500.1,2.227623608615198,-1.5864477917890103,-0.6945441283033076,24.358757328961758,5.135267284234281e-6,5.73273260082526e-4,AT3G28500,NA,NA
AT4G08470.1,-0.38331095256166486,-0.22481330910266956,5.434091282859788,24.34113555351097,5.180713464305504e-6,5.764315689655416e-4,AT4G08470,MAPKKK10;MEKK3,NA;MAPK/ERK kinase kinase 3
AT4G31800.1,0.9189647487765329,-1.6823109507297225,7.027236991924595,24.3305392908814,5.208234404945892e-6,5.775811632838016e-4,AT4G31800,ATWRKY18;WRKY18,ARABIDOPSIS THALIANA WRKY DNA-BINDING PROTEIN 18;WRKY DNA-binding protein 18
AT1G31280.1,0.4900740771302539,-0.9904445064453957,5.00964134619527,24.30136673756439,5.284759907163223e-6,5.841398105279561e-4,AT1G31280,AGO2;AtAGO2,argonaute 2;NA
AT1G70280.2,0.3127881209782901,0.20534412240066152,5.537835894550956,24.246705925227296,5.431186375011824e-6,5.98356474010319e-4,AT1G70280,NA,NA
AT2G34930.1,0.67984237174879,0.30819035749612234,4.773455360120744,24.106878516837888,5.824489170445201e-6,6.380745708726036e-4,AT2G34930,NA,NA
AT4G03440.1,-0.6373289324204092,-0.19684478466550026,2.191463027986688,24.105097039212744,5.829679580319306e-6,6.380745708726036e-4,AT4G03440,NA,NA
AT5G03720.1,0.6696276859371438,-0.19298300738597612,3.083237318724274,24.076061722593778,5.914930198898917e-6,6.453035212448098e-4,AT5G03720,AT-HSFA3;HSFA3,ARABIDOPSIS THALIANA HEAT SHOCK TRANSCRIPTION FACTOR A3;heat shock transcription factor A3
AT3G10020.1,-0.3450586325206621,-0.5982269099189006,6.367284329881546,24.037315238937353,6.03063877820329e-6,6.540246278848624e-4,AT3G10020,NA,NA
AT1G68570.1,0.24170316162522898,0.31646819216494937,4.767689312258,24.036268240819894,6.033796638423527e-6,6.540246278848624e-4,AT1G68570,AtNPF3.1;NPF3.1,NA;NRT1/ PTR family 3.1
AT3G29120.1,0.044206787605005515,1.283811717763646,1.3474172016350057,24.010680226430935,6.111489014671899e-6,6.603159288456757e-4,AT3G29120,NA,NA
AT5G09290.1,-1.1250550607726935,0.414027565489472,1.2118404113523709,23.97879062483255,6.209716517502817e-6,6.687785077600309e-4,AT5G09290,NA,NA
AT3G16565.2,-0.22697450255478144,-0.37609282474722916,4.087529716571283,23.97009819158675,6.236764025242184e-6,6.69545510467054e-4,AT3G16565,NA,NA
AT2G45685.1,1.0811186156563994,-1.8590847335364786,2.420958667815544,23.932492033606138,6.355143856711452e-6,6.800813499147077e-4,AT2G45685,NA,NA
AT2G13790.1,-0.11683739017236196,-0.4722179908959098,7.297041951594204,23.800643767079393,6.788219439579932e-6,7.241198400278249e-4,AT2G13790,ATSERK4;BAK7;BKK1;SERK4,SOMATIC EMBRYOGENESIS RECEPTOR-LIKE KINASE 4;BRI1-  ASSOCIATED KINASE 7;BAK1-LIKE 1;somatic embryogenesis receptor-like kinase 4
AT3G13100.1,0.020994566917646215,-0.7889610932116463,2.882822863218881,23.78684251235088,6.83522440775813e-6,7.268266156629389e-4,AT3G13100,ABCC7;ATMRP7;MRP7;MRP7,ATP-binding cassette C7;multidrug resistance-associated protein 7;NA;multidrug resistance-associated protein 7
AT3G13650.1,0.27108135597301797,-0.8238327426192371,4.305431399158433,23.693193750390936,7.162891088390687e-6,7.592664553694128e-4,AT3G13650,NA,NA
AT5G48570.1,-0.1751150792347197,-1.32692458148647,6.801705233948398,23.540082139716333,7.732788137873988e-6,8.170979465686847e-4,AT5G48570,ATFKBP65;FKBP65;ROF2,NA;NA;NA
AT1G70740.1,-0.06365026576096519,-0.6211797206770395,4.337921698702798,23.529337199090843,7.77444411012209e-6,8.189243604649607e-4,AT1G70740,NA,NA
AT1G53870.1,-0.1195458857948655,1.4666653555324245,2.372103865667737,23.464103604129814,8.032202352323264e-6,8.434314482586447e-4,AT1G53870,NA,NA
AT1G13210.1,-0.10595303490738393,-0.6102256042428921,7.061225137825487,23.38996192233723,8.335550799940236e-6,8.72558186852311e-4,AT1G13210,ACA.l,autoinhibited Ca2+/ATPase II
AT2G37710.1,-0.2086218119459558,-0.7466376863621872,7.223077455380976,23.383055809920364,8.364383677504815e-6,8.728572059984993e-4,AT2G37710,LecRK-IV.1;RLK,L-type lectin receptor kinase IV.1;receptor lectin kinase
AT1G25145.1,1.133520790732361,-7.316202800892385,-1.536138224123884,23.371160983624808,8.414278347999502e-6,8.753454521655704e-4,AT1G25145,AtLpxC4;LpxC4,NA;lipid X C4
AT2G43850.1,-0.03931115343033352,-0.5143288652106864,4.41226647168705,23.32893744328413,8.593807075196571e-6,8.912626708047999e-4,AT2G43850,ILK1,INTEGRIN-LINKED KINASE1
AT5G66790.1,-0.598507782275613,0.04313435616872081,4.183580196058228,23.22738785931487,9.041423495345404e-6,9.347997301249116e-4,AT5G66790,NA,NA
AT5G38005.1,0.5800339557001836,0.7790525626782665,2.5881668681423227,23.209789315128923,9.121332495713768e-6,9.401687561993069e-4,AT5G38005,NA,NA
AT1G73650.3,-0.4966752745777174,0.18143159425326558,4.3638447028411,23.188859789260665,9.217286269003189e-6,9.471536795444806e-4,AT1G73650,NA,NA
AT1G51870.1,1.0610713330323591,-0.10836821311803023,1.0711413856110272,23.170301020339906,9.303215078616682e-6,9.530690032673102e-4,AT1G51870,NA,NA
AT5G52640.1,1.0434498282987954,-1.8626933166034048,8.587349270963044,23.155856083547285,9.370650487418758e-6,9.570595674110794e-4,AT5G52640,ATHS83;AtHsp90-1;ATHSP90.1;HSP81-1;HSP81.1;HSP83;HSP90.1,NA;HEAT SHOCK PROTEIN 90-1;heat shock protein 90.1;HEAT SHOCK PROTEIN 81-1;NA;HEAT SHOCK PROTEIN 83;heat shock protein 90.1
AT3G62550.1,-0.13823225633888228,0.9510216522512919,6.604172662222791,23.119396499319976,9.54304205484515e-6,9.71713027657293e-4,AT3G62550,NA,NA
AT3G06520.1,0.7363779826614653,0.40179653110686425,0.9560563657592814,23.089595970825464,9.686300547396664e-6,9.833204561740868e-4,AT3G06520,NA,NA
AT4G34590.1,0.6532988590062576,-0.33880139623724526,4.627540285697807,23.067955340247252,9.79167845627552e-6,9.851830102906311e-4,AT4G34590,ATB2;AtbZIP11;BZIP11;GBF6,NA;Arabidopsis thaliana basic leucine-zipper 11;NA;G-box binding factor 6
AT4G34588.1,0.6532988590062576,-0.33880139623724526,4.627540285697807,23.067955340247252,9.79167845627552e-6,9.851830102906311e-4,AT4G34588,NA,NA
AT1G03430.1,-0.23813679251757894,-0.32111112087769683,4.5506160508490465,23.067766023627264,9.792605363879258e-6,9.851830102906311e-4,AT1G03430,AHP5,histidine-containing phosphotransfer factor 5
AT1G45616.1,1.1667711361703665,0.5006619072573891,1.7099270346093176,23.002396367485527,1.011796315387026e-5,0.0010148770086458162,AT1G45616,AtRLP6;RLP6,receptor like protein 6;receptor like protein 6
AT2G39510.1,0.7471757147273249,0.2330972816262318,4.62093482148301,22.989761984257004,1.0182082579975876e-5,0.0010169237120003934,AT2G39510,UMAMIT14,Usually multiple acids move in and out Transporters 14
AT3G16990.1,-0.1711004766862492,-0.5800045978525079,3.0372587765396952,22.986462230297214,1.0198895629549807e-5,0.0010169237120003934,AT3G16990,NA,NA
AT3G49340.1,-1.613371432053458,3.1590223119360443,-0.050237476739626204,22.933852719082424,1.0470734742749706e-5,0.00104093973025407,AT3G49340,NA,NA
AT4G30110.1,0.658086221298373,-0.18321326233101196,2.963275810598371,22.824578136358102,1.1058744691466905e-5,0.0010961532127512419,AT4G30110,ATHMA2;HMA2,ARABIDOPSIS HEAVY METAL ATPASE 2;heavy metal atpase 2
AT1G17430.1,-0.5341900543724772,-0.032716667215819166,3.872929308700385,22.784408204266306,1.1283104793321546e-5,0.0011130554226569489,AT1G17430,NA,NA
AT3G59140.1,0.48365954825172824,0.23082529296468327,4.063837377527374,22.782209605791657,1.1295515121898088e-5,0.0011130554226569489,AT3G59140,ABCC10;ATMRP14;MRP14,ATP-binding cassette C10;multidrug resistance-associated protein 14;multidrug resistance-associated protein 14
AT2G43010.1,-0.5370308743865311,-0.11416915622013733,5.468953667643925,22.73938317672132,1.1539996636363541e-5,0.0011338215408628295,AT2G43010,AtPIF4;PIF4;SRL2,NA;phytochrome interacting factor 4;NA
AT5G41280.1,-0.7023658560449336,-0.9148727591653558,1.1708018586482414,22.703827820733828,1.1746985419111213e-5,0.0011507935978220846,AT5G41280,NA,NA
AT3G28915.1,-1.9240821998597588,0.4641401835153507,0.10092630308538929,22.68704225063005,1.1845990224619393e-5,0.001154698463065655,AT3G28915,NA,NA
AT5G62730.1,1.1022987483078723,0.9233768811290184,1.6731944773681893,22.68542498198029,1.1855573172955508e-5,0.001154698463065655,AT5G62730,NA,NA
AT1G22550.1,0.46621821901357874,-0.053430437327641904,4.0326044758720805,22.592313744472147,1.2420566479466266e-5,0.0012062308521474724,AT1G22550,NPF5.16,"NA"
AT5G37770.1,0.6518836536277497,-0.376237825161321,5.230294650319084,22.52874843668707,1.282166527395103e-5,0.0012415953790642722,AT5G37770,AtCML24;CML24;TCH2,NA;CALMODULIN-LIKE 24;TOUCH 2
AT1G66700.1,-1.2062385301795677,0.12438031511824317,2.2288710432807313,22.402067354834877,1.3660068660853817e-5,0.0013189816871896837,AT1G66700,PXMT1,"NA"
AT1G44020.1,-1.0954508064280708,-0.4613143648130963,-0.12167721634910457,22.37785634551826,1.382643563207515e-5,0.0013312203154985363,AT1G44020,NA,NA
AT2G40600.1,-0.36104653628233385,-0.08849101642463851,5.091134817175553,22.370655060273187,1.387630942049101e-5,0.0013322049975638256,AT2G40600,NA,NA
AT3G02140.1,1.014296336490366,-1.00593719455141,5.0740707471429385,22.343963778320948,1.4062738907580083e-5,0.001346256845505715,AT3G02140,AFP4;TMAC2,ABI FIVE BINDING PROTEIN 4;TWO OR MORE ABRES-CONTAINING GENE 2
AT1G25150.1,-0.041813011608489103,4.07437462749716,-0.6336973878853293,22.32385429247096,1.4204849376982226e-5,0.0013559981499015816,AT1G25150,NA,NA
AT1G21130.1,-0.43313437331527954,0.0853931675056449,7.745997561308233,22.31457816059625,1.4270885426419947e-5,0.0013584427538202918,AT1G21130,IGMT4,indole glucosinolate O-methyltransferase 4
AT3G22231.1,-0.6125456858094788,-0.6793291893654133,8.30108763252631,22.244755742530437,1.477789800751112e-5,0.0014027314374248266,AT3G22231,PCC1,PATHOGEN AND CIRCADIAN CONTROLLED 1
AT5G64000.1,-0.0985138851216751,-0.7068461953923747,2.7535178715583672,22.23659928887813,1.4838288687343666e-5,0.001404496271752456,AT5G64000,ATSAL2;SAL2,NA;NA
AT2G35860.1,0.32623611592717777,0.17788950375001517,6.05393042199707,22.154373135264482,1.5461050498979642e-5,0.0014593320754682977,AT2G35860,FLA16,FASCICLIN-like arabinogalactan protein 16 precursor
AT2G40460.1,0.443495968614099,-0.11673882130700862,4.719346569130073,22.12570221677537,1.5684288041602727e-5,0.001476256153428389,AT2G40460,NA,NA
AT3G55900.1,-4.087037168460818,-1.7201328816281793,-2.5981480855610806,22.080303125153,1.60443858224076e-5,0.0015059314312975982,AT3G55900,NA,NA
AT1G29840.1,0.8484143008114442,-0.5745149315842979,2.8764933916424638,22.058309391528073,1.6221797494771897e-5,0.0015183421710844717,AT1G29840,NA,NA
AT5G07572.1,0.5172860365025201,5.722438651159821,-1.3816856312133845,22.02941263622211,1.6457877531041568e-5,0.00153616000221683,AT5G07572,NA,NA
AT3G16050.1,0.05973493300521035,-0.9318110284818408,4.44100864195485,21.95985046701222,1.704037152814139e-5,0.0015861234462288285,AT3G16050,A37;ATPDX1.2;PDX1.2,NA;ARABIDOPSIS THALIANA PYRIDOXINE BIOSYNTHESIS 1.2;pyridoxine biosynthesis 1.2
AT4G02420.1,-0.3364273502728745,-0.4793706080625745,3.450571863121103,21.914520675966145,1.743099982130564e-5,0.0016180012596561108,AT4G02420,LecRK-IV.4,L-type lectin receptor kinase IV.4
AT4G15210.1,2.901862868265242,1.5523372135769813,3.089074021232725,21.88110315689641,1.7724697030899218e-5,0.0016407307703368472,AT4G15210,AT-BETA-AMY;ATBETA-AMY;BAM5;BMY1;RAM1,NA;ARABIDOPSIS THALIANA BETA-AMYLASE;beta-amylase 5;NA;REDUCED BETA AMYLASE 1
AT4G17720.1,-0.06936430944960821,-0.4891224021260368,5.07062689657958,21.81402168704615,1.8329278776156338e-5,0.0016920341358143002,AT4G17720,NA,NA
AT1G20390.1,0.5807843844138918,0.1343241074610931,5.404419133900316,21.768598307713376,1.8750330972130472e-5,0.00172616060637131,AT1G20390,NA,NA
AT5G54250.1,0.23105041351020877,0.360383556715486,5.0073365829937355,21.69877222263976,1.9416523816187117e-5,0.0017826066482828401,AT5G54250,ATCNGC4;CNGC4;DND2;HLM1,"cyclic nucleotide-gated cation channel 4;cyclic nucleotide-gated cation channel 4;DEFENSE, NO DEATH 2;NA"
AT3G05170.1,0.8830393231240992,-0.6402794231293534,2.53728911684265,21.666042967094526,1.9736882123982162e-5,0.001807080962207217,AT3G05170,NA,NA
AT5G62770.1,0.002060668550233478,-0.7620925339781603,3.4194540317543627,21.65272731167862,1.986872529219132e-5,0.0018142089871418824,AT5G62770,NA,NA
AT4G23150.1,0.5815473593980081,-2.711305924650813,2.048010875716111,21.638156191552806,2.001400867646329e-5,0.0018225222751938198,AT4G23150,CRK7,cysteine-rich RLK (RECEPTOR-like protein kinase) 7
AT2G24940.1,-0.26690199988170726,-0.19235243072189565,6.301604409559604,21.61346018974165,2.0262673772586525e-5,0.0018401793624498715,AT2G24940,AtMAPR2;MAPR2,membrane-associated progesterone binding protein 2;membrane-associated progesterone binding protein 2
AT5G57560.1,1.1477830602672197,-1.0864090858521676,6.813250989787296,21.517538939776394,2.1258165663488826e-5,0.0019253824329502735,AT5G57560,AtXTH22;TCH4;XTH22,NA;Touch 4;xyloglucan endotransglucosylase/hydrolase 22
AT3G23480.2,-0.7288227634211297,0.4878101688057293,3.3862556712851593,21.43448420577321,2.215954778989477e-5,0.002001626679666785,AT3G23480,NA,NA
AT3G03855.1,-0.1522171700197472,-0.5556026107666687,4.058127944506485,21.408657701982484,2.2447555166150495e-5,0.002022205760571016,AT3G03855,NA,NA
AT3G58550.1,-0.4553293046478354,0.14818302970699007,4.818766078837793,21.384578420254766,2.2719449137193275e-5,0.0020412270853154236,AT3G58550,NA,NA
AT5G45470.1,0.13026077548202852,-0.6527993668996889,5.812690264270599,21.359747745705086,2.3003277024631343e-5,0.002057017209362708,AT5G45470,NA,NA
AT4G30470.1,0.5060201878797255,-0.17748854620344207,5.448040117674938,21.3585000534047,2.301763200762985e-5,0.002057017209362708,AT4G30470,NA,NA
AT3G16660.1,-0.4917706169514514,0.019984282065654908,5.809978007952861,21.29585079577686,2.3750062452967956e-5,0.0021168424364579027,AT3G16660,NA,NA
AT4G24120.1,0.7039076480517755,-0.26573070354850803,4.164842215510945,21.28525799319819,2.3876186020043973e-5,0.002117824777491495,AT4G24120,ATYSL1;YSL1,YELLOW STRIPE LIKE 1;YELLOW STRIPE like 1
AT1G15790.1,-0.3860894663423501,-0.452951283734878,2.6151424858074757,21.28434085661232,2.3887137392693194e-5,0.002117824777491495,AT1G15790,NA,NA
AT2G01530.1,-0.4025830644843496,-0.1609744902034033,5.811866242105854,21.243387648571776,2.438130703769844e-5,0.0021559491554756396,AT2G01530,MLP329;ZCE2,MLP-like protein 329;(Zusammen-CA)-enhanced 2
AT4G28480.1,0.029814975736899115,-0.6628763606748379,5.89808066953522,21.21740073345859,2.4700171606342008e-5,0.002178412510016546,AT4G28480,NA,NA
AT2G44290.1,0.11504059971264567,-0.7842074107019054,4.889570067264934,21.17233883742953,2.5263006682911835e-5,0.0022222187187413704,AT2G44290,NA,NA
AT2G30660.1,-1.435593390747168,-0.12085304316148757,-0.49858784621322205,21.134932667090354,2.5739949092794084e-5,0.0022582604945589214,AT2G30660,NA,NA
AT1G62540.1,0.8003174014446915,-0.13541478211422708,2.5353869631098167,21.028953041147194,2.7140688902927686e-5,0.002374951636760875,AT1G62540,FMO GS-OX2,flavin-monooxygenase glucosinolate S-oxygenase 2
AT2G41640.1,0.8884041024159309,-0.553144074241431,3.0301913275709853,21.022325914004142,2.7230770464049854e-5,0.0023766450626831253,AT2G41640,NA,NA
AT1G30040.1,0.8654879391767889,-1.1587688320118437,2.958636252032724,20.926649799146748,2.8565099012588054e-5,0.002486643671038818,AT1G30040,ATGA2OX2;GA2OX2;GA2OX2,gibberellin 2-oxidase;gibberellin 2-oxidase;GIBBERELLIN 2-OXIDASE 2
AT1G32090.1,0.13772711003138463,0.37392009535850546,5.649240579015283,20.878750305345775,2.9257484031980656e-5,0.0025403358616088215,AT1G32090,NA,NA
AT5G19980.1,-0.07644405328618979,-0.4596465275381622,5.939893798913836,20.81891786689853,3.0145981313304426e-5,0.002610735216725916,AT5G19980,GFT1;GONST4,DP-fucose transporter 1;golgi nucleotide sugar transporter 4
AT5G24770.1,1.1648732475386663,-0.44439325143552855,6.037698683631205,20.76417539777649,3.0982510227917834e-5,0.002676283569867597,AT5G24770,ATVSP2;VSP2,NA;vegetative storage protein 2
AT5G01900.1,0.11169073875414039,-1.933755841668915,4.106370430300747,20.75394271551665,3.114143352553006e-5,0.0026795907552158967,AT5G01900,ATWRKY62;WRKY62,ARABIDOPSIS THALIANA WRKY DNA-BINDING PROTEIN 62;WRKY DNA-binding protein 62
AT5G61190.1,-0.0517124746461203,-0.5400504810475341,5.799981220246309,20.751449014802674,3.1180286449896304e-5,0.0026795907552158967,AT5G61190,NA,NA
AT5G05460.1,-0.22528176242842288,-0.3838679531825374,4.435291693564486,20.742321248593576,3.132291485453554e-5,0.002683506065815591,AT5G05460,AtENGase85A;ENGase85A,NA;Endo-beta-N-acetyglucosaminidase 85A
AT5G48440.1,-0.1374250535905952,-0.3843299760173597,4.588389686094951,20.735121057288914,3.1435883571201874e-5,0.002683506065815591,AT5G48440,NA,NA
AT2G27060.1,0.05451654593663115,0.5363245504627188,4.803751126820102,20.733242129258727,3.1465430329484636e-5,0.002683506065815591,AT2G27060,NA,NA
AT1G52130.1,1.135047355051983,-2.6942751330431154,-0.713767883007118,20.617144121697834,3.334602240775558e-5,0.0028366912530263366,AT1G52130,NA,NA
AT4G14390.1,-0.1986894375150425,-1.177278016250328,1.3064928214986005,20.548172395367413,3.451604748143329e-5,0.0029288086552301043,AT4G14390,NA,NA
AT3G22235.1,-0.3049476096068126,-0.7790548332752848,7.848775004377763,20.527694542962223,3.487127019062638e-5,0.0029514972819784076,AT3G22235,AthCYSTM8,Cysteine-Rich Transmembrane Module 8
AT5G13320.1,0.0728458383048107,-1.4238662586372435,2.800177576450888,20.50851603695085,3.520726803258672e-5,0.0029724487950527115,AT5G13320,AtGH3.12;GDG1;GH3.12;PBS3;WIN3,NA;GH3-LIKE DEFENSE GENE 1;GRETCHEN HAGEN 3.12;AVRPPHB SUSCEPTIBLE 3;HOPW1-1-INTERACTING 3
AT3G24982.1,0.3296336853373866,0.9195658909425654,3.7712004623077005,20.482305469205514,3.567170592254057e-5,0.003004111935862677,AT3G24982,ATRLP40;RLP40,receptor like protein 40;receptor like protein 40
AT5G11210.1,-0.8857709432662966,-0.22275862981603528,1.1130063413050153,20.47357348740705,3.582778874611617e-5,0.0030097133936174887,AT5G11210,ATGLR2.5;GLR2.5,ARABIDOPSIS THALIANA GLU;glutamate receptor 2.5
AT5G22380.1,0.28414456120970333,-2.271038218189055,-1.0361726570874576,20.45721822219639,3.612197647969503e-5,0.003026859485463123,AT5G22380,anac090;NAC090,NAC domain containing protein 90;NAC domain containing protein 90
AT5G26170.1,-0.27173475157576,-0.9612119326542928,1.191299146260584,20.38338400523393,3.74804159544894e-5,0.0031328779524944102,AT5G26170,ATWRKY50;WRKY50,ARABIDOPSIS THALIANA WRKY DNA-BINDING PROTEIN 50;WRKY DNA-binding protein 50
AT3G60450.1,-0.11043264850535693,-0.4189435830628544,4.290596618377774,20.378063774852297,3.758025090569205e-5,0.0031334282653425914,AT3G60450,NA,NA
AT1G75390.1,0.4929902615730686,0.09481173907427402,2.6220603363402373,20.30423497624402,3.899342607891123e-5,0.0032352027237125317,AT1G75390,AtbZIP44;bZIP44,basic leucine-zipper 44;basic leucine-zipper 44
AT1G75388.1,0.4929902615730686,0.09481173907427402,2.6220603363402373,20.30423497624402,3.899342607891123e-5,0.0032352027237125317,AT1G75388,NA,NA
AT4G35430.1,-4.37300986898719,10.008084368415775,-2.621328705313228,20.291113828270603,3.925008633441673e-5,0.0032484763571651995,AT4G35430,NA,NA
AT1G61110.1,-2.293364118031559,8.301300962412137,-2.598396196604873,20.268268250703827,3.970100223594351e-5,0.0032777225482362995,AT1G61110,anac025;NAC025,NAC domain containing protein 25;NAC domain containing protein 25
AT1G23840.1,-0.22642266326307223,-0.6317104258112197,1.632339911315182,20.26012304929607,3.986301825493668e-5,0.003280963701633464,AT1G23840,NA,NA
AT5G23010.1,0.17145064853003827,0.4154857250955651,7.337044366259482,20.256487600426304,3.993554413332798e-5,0.003280963701633464,AT5G23010,GSM1;IMS3;MAM1,glucosinolate metabolism 1;2-ISOPROPYLMALATE SYNTHASE 3;methylthioalkylmalate synthase 1
AT3G23175.1,-0.20124214137706906,-0.5731970971941229,3.8344797991164756,20.2483775144635,4.0097813263067884e-5,0.0032862602957697733,AT3G23175,NA,NA
AT5G47120.1,0.08139558615300847,-0.5758937479359649,5.914253401650965,20.227277111313356,4.052309272302798e-5,0.0033130339700223506,AT5G47120,ATBI-1;ATBI1;BI-1;BI1,ARABIDOPSIS BAX INHIBITOR 1;BAX inhibitor 1;NA;BAX inhibitor 1
AT2G19800.1,1.1952685200619897,-0.3418773959584314,7.8349608275267535,20.18920472008361,4.130188736868555e-5,0.003368509755734398,AT2G19800,MIOX2,myo-inositol oxygenase 2
AT1G05560.1,0.008761483341863146,0.713310819197185,6.587494775483089,20.18074891432373,4.1476877396996366e-5,0.0033745908820674866,AT1G05560,UGT1;UGT75B1,UDP-GLUCOSE TRANSFERASE 1;UDP-glucosyltransferase 75B1
AT3G07570.1,-0.14276990418042004,-0.3684831699843662,4.644838281230078,20.168210254505208,4.1737726444995464e-5,0.003387611314021105,AT3G07570,NA,NA
AT2G40960.1,-0.7009302181854471,0.20521466706683414,3.2047175818267557,20.15369390398113,4.204176823811265e-5,0.003399522206436707,AT2G40960,NA,NA
AT1G11330.2,-0.4706634224045736,0.16568934102427066,5.589054780140106,20.151551984963277,4.208681738818136e-5,0.003399522206436707,AT1G11330,NA,NA
AT2G04170.1,-0.3203754888680714,-0.20292392149442848,4.037296278705683,20.137383781504937,4.238602323505463e-5,0.00341398851103101,AT2G04170,NA,NA
AT4G19420.1,0.5190672744475427,0.004527225795637762,5.815204608869241,20.1334669106635,4.2469114862536816e-5,0.00341398851103101,AT4G19420,PAE8,pectin acetylesterase 8
AT1G63090.1,0.6089070962682813,-0.3979391412608244,4.500141065290854,20.091076752231587,4.337885809941977e-5,0.003476174176705736,AT1G63090,AtPP2-A11;PP2-A11,phloem protein 2-A11;phloem protein 2-A11
AT4G07960.1,0.912080363168936,-0.5166678821122729,2.4045352751665825,20.087818242345932,4.344959092364767e-5,0.003476174176705736,AT4G07960,ATCSLC12;CSLC12;CSLC12,Cellulose-synthase-like C12;CELLULOSE-SYNTHASE LIKE C12;Cellulose-synthase-like C12
AT3G03470.1,0.47767755812362517,0.017444246916111194,4.720768780657454,20.021168839109198,4.492193198513696e-5,0.003585431730557178,AT3G03470,CYP89A9,"""cytochrome P450, family 87, subfamily A, polypeptide 9"""
AT5G61820.1,0.4422629438000552,0.23013909893622853,6.105275235819943,19.999644750124276,4.54079946384282e-5,0.0036106294064915177,AT5G61820,NA,NA
AT5G25450.1,1.2133944014418836,-2.1829704790252253,2.7059160232841224,19.997683719898163,4.545253969840819e-5,0.0036106294064915177,AT5G25450,NA,NA
