genes,logFC.genotypenpr1.1,logFC.genotypenpr1.1.treatmenttreated,logCPM,LR,PValue,FDR,AGI,symbol2,full_name
AT2G39930.1,0.08975913066012396,0.33640066267558244,6.203363399362317,18.41532994600369,1.0026789810479528e-4,5.719526045033806e-4,AT2G39930,ATISA1;ISA1,ARABIDOPSIS THALIANA ISOAMYLASE 1;isoamylase 1
AT3G55960.1,-0.367181928609231,0.02702082113946402,5.526908560583848,18.408836079689934,1.0059399038114678e-4,5.736179376825813e-4,AT3G55960,NA,NA
AT1G04400.2,-0.27777506798606366,0.6807164368530997,7.528669779778527,18.40319318213698,1.0087821194196888e-4,5.750434619657738e-4,AT1G04400,AT-PHH1;ATCRY2;CRY2;FHA;PHH1,NA;NA;cryptochrome 2;NA;NA
AT2G46535.1,-0.14109845498472537,-0.5045441876002164,3.554851021851256,18.393629978898367,1.0136172642912633e-4,5.776036778435866e-4,AT2G46535,NA,NA
AT3G07640.1,-0.043831838987282365,0.5596904826783019,4.4004066364114305,18.38639412916543,1.0172910972152207e-4,5.795006151956084e-4,AT3G07640,NA,NA
AT2G31360.1,0.32001131378303177,-0.02556793575846255,6.919910289702653,18.366715373700888,1.0273500141731685e-4,5.850323012913579e-4,AT2G31360,ADS2;AtADS2,16:0delta9 desaturase 2;NA
AT3G43610.1,0.07405420174174453,0.4954288221370918,5.611875033836074,18.364970315038796,1.0282467983721496e-4,5.853445600085985e-4,AT3G43610,NA,NA
AT3G07770.1,0.0502213994339298,-0.6498288796776112,6.755076505912216,18.363422185183367,1.0290430362859685e-4,5.855993891113816e-4,AT3G07770,AtHsp90-6;AtHsp90.6;Hsp89.1,HEAT SHOCK PROTEIN 90-6;HEAT SHOCK PROTEIN 90.6;HEAT SHOCK PROTEIN 89.1
AT5G38870.1,-0.7083406697107424,1.5317412821711387,3.864170814571387,18.354107006216964,1.0338470752456495e-4,5.88133999900158e-4,AT5G38870,NA,NA
AT4G39230.1,-0.24419014227700472,-0.9112315348577831,3.962907052052325,18.3504942121455,1.0357163013117017e-4,5.889979060844712e-4,AT4G39230,AtPCBER1;PCBER1,NA;phenylcoumaran benzylic ether reductase 1
AT4G27940.1,0.16896973583402516,-1.0912952890742675,3.0601311968115916,18.348271509678657,1.0368679857450592e-4,5.894533093919205e-4,AT4G27940,ATMTM1;MTM1,ARABIDOPSIS MANGANESE TRACKING FACTOR FOR MITOCHONDRIAL SOD2;manganese tracking factor for mitochondrial SOD2
AT3G01470.1,0.051499901164050524,-0.5618245262136972,6.092049736450472,18.346665937157322,1.0377007033205339e-4,5.895277008820308e-4,AT3G01470,AT3G01472.1;ATHB-1;ATHB1;CPuORF33;HAT5;HB-1;HD-ZIP-1,NA;homeobox 1;ARABIDOPSIS THALIANA HOMEOBOX 1;conserved peptide upstream open reading frame 33;HOMEODOMAIN PROTEIN FROM ARABIDOIPSIS THALIANA 5;homeobox 1;NA
AT3G01472.1,0.051499901164050524,-0.5618245262136972,6.092049736450472,18.346665937157322,1.0377007033205339e-4,5.895277008820308e-4,AT3G01472,NA,NA
AT1G51080.1,0.24435413778005616,0.5113301060229856,3.266317948313979,18.344058270777715,1.039054574357806e-4,5.900176889395122e-4,AT1G51080,NA,NA
AT5G04760.1,-0.6928732693693385,0.5354632051599553,4.095106657721168,18.343652055341064,1.0392656357949977e-4,5.900176889395122e-4,AT5G04760,NA,NA
AT3G01890.1,0.5352473179570273,-0.12110923504483256,3.7436376496252946,18.34208995427037,1.0400776718555212e-4,5.902792165371926e-4,AT3G01890,SWP73A,SWP73A
AT1G01070.1,0.7579242633896237,0.11948051032694754,2.1941661794647236,18.340959710589217,1.0406656085760766e-4,5.904134264933979e-4,AT1G01070,UMAMIT28,Usually multiple acids move in and out Transporters 28
AT4G26520.1,0.08188612218715208,0.6515546076817592,4.3300111216670985,18.33453659751919,1.0440131375240706e-4,5.921126501440535e-4,AT4G26520,AtFBA7;FBA7,NA;fructose-bisphosphate aldolase 7
AT1G70420.1,1.1034035485950744,-0.3341755790109417,3.5113832020251743,18.328049628304207,1.0474048756173203e-4,5.938357916130734e-4,AT1G70420,NA,NA
AT1G51950.1,-0.42205085568395756,0.7403102984867049,4.684688870365761,18.322324239082242,1.0504075717607046e-4,5.953372738869121e-4,AT1G51950,IAA18,indole-3-acetic acid inducible 18
AT1G52700.1,-0.24206716615341503,-0.8547081530254469,2.1098341497397692,18.312833260939986,1.0554041155580123e-4,5.979674110374047e-4,AT1G52700,NA,NA
AT2G40600.1,-0.3023935287450216,-0.09035725294683558,5.091249842316208,18.30991459068827,1.0569454282281421e-4,5.986387811464787e-4,AT2G40600,NA,NA
AT3G28460.1,0.14020277221493785,0.4565038224674944,4.3159270790849975,18.302368095511934,1.0609410785643885e-4,6.005302955514752e-4,AT3G28460,NA,NA
AT5G19200.1,-0.69479843745452885,0.9864412023151625,2.7822296028417672,18.302257005392185,1.0610000102367869e-4,6.005302955514752e-4,AT5G19200,TSC10B,TSC10B
AT5G39710.1,0.7749405431739194,-0.5788962247205204,3.754467262967628,18.30118557417601,1.0615685567784827e-4,6.006497199502099e-4,AT5G39710,EMB2745,EMBRYO DEFECTIVE 2745
AT1G71960.1,-0.2648677352193359,-0.604315018366819,4.4217167893420575,18.289025286013164,1.0680427084988636e-4,6.041094094300474e-4,AT1G71960,ABCG25;ATABCG25,ATP-binding casette G25;Arabidopsis thaliana ATP-binding cassette G25
AT4G38430.1,-0.13141244330910518,0.7227976532501813,6.043391145148326,18.286568657419966,1.0693554066650079e-4,6.044496015505029e-4,AT4G38430,ATROPGEF1;ROPGEF1,NA;ROP (rho of plants) guanine nucleotide exchange factor 1
AT1G21590.1,0.4606550608569302,-0.2243282066620519,5.455508211004719,18.286552994965064,1.0693637810632149e-4,6.044496015505029e-4,AT1G21590,NA,NA
AT5G06800.1,0.1347472538949504,0.5886690738191377,3.3734549758180985,18.277530493990813,1.0741988468378465e-4,6.069783527759497e-4,AT5G06800,NA,NA
AT4G11570.1,0.46470173549492866,-0.2698599073818963,5.394471690285156,18.27654649657936,1.0747274813132588e-4,6.070728634358251e-4,AT4G11570,AtPyrP2,"NA"
AT2G29750.1,-0.35510197043343106,-0.12400182321889654,3.9505939070919025,18.270437867428676,1.0780150552106211e-4,6.08655567638499e-4,AT2G29750,UGT71C1,UDP-glucosyl transferase 71C1
AT3G05170.1,0.8163107150844638,-0.6560722864940499,2.5374506263780536,18.269994528973996,1.0782540444622733e-4,6.08655567638499e-4,AT3G05170,NA,NA
AT1G11300.1,-0.09569434583951036,-0.5585058391298875,4.471293378766229,18.265160790416196,1.0808631952553215e-4,6.099234402786075e-4,AT1G11300,EGM1,enhanced shoot growth under mannitol stress 1
AT4G22505.1,-0.8873231898391594,2.193307931380593,7.071415815578727,18.262632752384718,1.082230290722848e-4,6.104898137626973e-4,AT4G22505,NA,NA
AT1G25580.1,-0.2178061904280318,-0.28462837906053495,4.370719852049483,18.260305089133603,1.0834905577884086e-4,6.109955649643329e-4,AT1G25580,ANAC008;SOG1,Arabidopsis NAC domain containing protein 8;SUPPRESSOR OF GAMMA RADIATION 1
AT2G28790.1,0.15024260743685702,0.3618839566247582,4.326367864828313,18.255146549291524,1.0862887795271287e-4,6.123679599757126e-4,AT2G28790,NA,NA
AT5G47220.1,-1.15080827611734,0.5807080404759543,4.321475358516202,18.25193305282618,1.0880355750583228e-4,6.131469179941215e-4,AT5G47220,ATERF-2;ATERF2;ERF2,ETHYLENE RESPONSE FACTOR- 2;ETHYLENE RESPONSIVE ELEMENT BINDING FACTOR 2;ethylene responsive element binding factor 2
AT2G40460.1,0.463714029568348,-0.46069883707757314,4.719294763965572,18.239922052352973,1.0945894328614353e-4,6.164378369682177e-4,AT2G40460,NA,NA
AT3G20930.1,-0.08472311929017302,0.6227188063418949,4.754532862541974,18.239699694060633,1.0947111351452404e-4,6.164378369682177e-4,AT3G20930,ORRM1,Organelle RRM protein 1
AT4G08480.1,-0.13731251981179507,-0.34200258140019374,4.979970363279383,18.239215502197368,1.0949761923407116e-4,6.164378369682177e-4,AT4G08480,MAPKKK9;MEKK2;SUMM1,mitogen-activated protein kinase kinase kinase 9;MAPK/ERK KINASE KINASE 2;suppressor of mkk1 mkk2 1
AT4G24350.1,-0.16311038908062842,0.9757420970194396,5.603781942228848,18.235837684869,1.096827069660446e-4,6.172477406595811e-4,AT4G24350,NA,NA
AT3G46740.1,0.09329175122774024,0.3706385932580896,7.500691134466315,18.23524950357912,1.0971496836773077e-4,6.172477406595811e-4,AT3G46740,MAR1;TOC75;TOC75-III,MODIFIER OF ARG1 1;NA;translocon at the outer envelope membrane of chloroplasts 75-III
AT4G23290.2,0.5205407306599529,0.10224290812579928,4.252371105401899,18.232374686635612,1.0987278699048039e-4,6.17928673804178e-4,AT4G23290,CRK21,cysteine-rich RLK (RECEPTOR-like protein kinase) 21
AT1G12810.2,-0.32798406119844437,-0.1431094293140515,5.304161501456766,18.23055950952497,1.0997255154022789e-4,6.18282762156723e-4,AT1G12810,NA,NA
AT3G02640.1,0.3060040000795048,0.06709118689728262,4.9629556962924974,18.22919486946934,1.100476136199217e-4,6.184977789230728e-4,AT3G02640,NA,NA
AT1G54350.1,-0.004786122376320049,0.558398905655595,6.288810543360748,18.22397001580927,1.1033548081059073e-4,6.199082749622454e-4,AT1G54350,ABCD2,ATP-binding cassette D2
AT5G49890.1,0.2876486425574801,0.07851014101787385,5.66501080065016,18.221491279153614,1.104723118854786e-4,6.204695310478621e-4,AT5G49890,ATCLC-C;CLC-C,NA;chloride channel C
AT2G42170.1,0.09938340947700167,1.1608748651433591,2.9990791533063406,18.214277862294317,1.1087147269963362e-4,6.225032987570672e-4,AT2G42170,NA,NA
AT5G39050.1,-0.6974977836885209,-0.5270763380705976,6.31467073740524,18.209360583622864,1.111444010423169e-4,6.238271944904382e-4,AT5G39050,PMAT1,phenolic glucoside malonyltransferase 1
AT4G33430.2,-0.39904776478683446,-0.03249075076213957,6.699153541420782,18.200800326775223,1.116211328612806e-4,6.262937244277398e-4,AT4G33430,ATBAK1;ATSERK3;BAK1;ELG;RKS10;SERK3,NA;SOMATIC EMBRYOGENESIS RECEPTOR-LIKE KINASE 3;BRI1-associated receptor kinase;ELONGATED;RECEPTOR KINASES LIKE SERK 10;SOMATIC EMBRYOGENESIS RECEPTOR-LIKE KINASE 3
AT5G16880.1,-0.27151535638340674,-0.07326211993966923,6.891950823363352,18.199839960657535,1.1167474430891392e-4,6.263853187463923e-4,AT5G16880,NA,NA
AT1G77530.1,-0.5652278424706442,-0.11964320554458695,2.1467713587746613,18.190722506706578,1.1218500115542074e-4,6.290373279071805e-4,AT1G77530,NA,NA
AT1G03905.1,-0.36917644670553373,-0.6298354907213619,2.0239864946347086,18.181845100051962,1.1268406386960719e-4,6.316248211363134e-4,AT1G03905,ABCI19;ATNAP4,ATP-binding cassette I19;non-intrinsic ABC protein 4
AT2G40490.1,0.2786429460659374,0.2349358759801243,7.134642377301516,18.179453859721555,1.1281887178213704e-4,6.321695220373984e-4,AT2G40490,HEME2,"NA"
AT4G40042.1,-0.4227168227612415,-0.2914900778022919,2.0727822115977426,18.169464270570227,1.1338378851801088e-4,6.351231288142929e-4,AT4G40042,NA,NA
AT5G24314.2,0.18582182175047846,0.38926142598309893,5.879698973494918,18.15816404609774,1.1402623288118414e-4,6.385088953903375e-4,AT5G24314,PDE225;PTAC7;TAC7,PIGMENT DEFECTIVE 225;plastid transcriptionally active7;NA
AT4G21580.1,-0.1770743255134731,-0.28417121740127865,5.383927829015413,18.129603911636206,1.1566621682453985e-4,6.47476433334037e-4,AT4G21580,NA,NA
AT4G18950.1,-0.30223821860766537,-0.3883107949494165,5.991758402059353,18.120599208670292,1.1618816089351325e-4,6.501815172718618e-4,AT4G18950,BHP,BLUE LIGHT-DEPENDENT H+-ATPASE PHOSPHORYLATION
AT2G34080.1,0.24418027553087554,-0.9207867866938259,3.4747799150924843,18.119265212797128,1.1626568400808914e-4,6.503986765407558e-4,AT2G34080,NA,NA
AT2G21940.4,8.81633000791335e-4,-0.5423174617717521,4.004093497058745,18.114050518460573,1.165692245558871e-4,6.518796282670929e-4,AT2G21940,ATSK1;SK1,NA;shikimate kinase 1
AT5G20700.1,0.6026477370865251,-0.5349008875218964,8.554372458420913,18.107689926595924,1.1694053931902667e-4,6.537384758803092e-4,AT5G20700,NA,NA
AT3G27870.1,0.244442422713392,0.3661328667099096,3.5950312824604267,18.104121205821986,1.1714938966174356e-4,6.546881559972156e-4,AT3G27870,NA,NA
AT3G25910.1,-0.4735334337870119,0.4413053404281616,5.901807137797552,18.091529273066687,1.1788928501427775e-4,6.586039570850855e-4,AT3G25910,NA,NA
AT1G77810.1,-0.043080609406512316,-0.7139573502739731,4.212895509767628,18.084573599507323,1.1829999848886795e-4,6.606787482096052e-4,AT1G77810,NA,NA
AT1G25570.1,-0.19793619020233819,-0.22826810666062108,5.678056195367799,18.07374188796634,1.1894243231250399e-4,6.640458359646907e-4,AT1G25570,NA,NA
AT4G32200.1,-0.06254365519779007,-0.6704879994330528,3.3140217332262747,18.067724310389522,1.1930084389129586e-4,6.658255403753752e-4,AT4G32200,ASY2,"NA"
AT1G58025.2,0.3749394082410675,-0.13741486747488044,4.9338205569041556,18.050560726569877,1.2032906458580324e-4,6.713410680760241e-4,AT1G58025,NA,NA
AT1G47960.1,-0.46643459326000475,-0.04303195846017486,3.373209130284381,18.049471809426016,1.203945966145879e-4,6.714836748102465e-4,AT1G47960,ATC/VIF1;AtCIF1;C/VIF1;CIF1,CELL WALL / VACUOLAR INHIBITOR OF FRUCTOSIDASE 1;NA;cell wall / vacuolar inhibitor of fructosidase 1;NA
AT2G46225.2,-0.2836969943893299,-0.2028655520935952,5.873101161879768,18.04094994857187,1.2090868408223078e-4,6.741271104870212e-4,AT2G46225,ABIL1,ABI-1-like 1
AT2G07690.1,0.42498376882486044,-0.274636264780667,5.149600446145349,18.038056795191064,1.2108371433310988e-4,6.748790036768125e-4,AT2G07690,MCM5,MINICHROMOSOME MAINTENANCE 5
AT2G22450.1,0.07035675049331931,0.3969994357469529,5.8639126755036735,18.034853454472728,1.2127780592321592e-4,6.757366042136334e-4,AT2G22450,AtRIBA2;RIBA2,NA;homolog of ribA 2
AT3G20860.1,-0.03828824864347439,-0.5739053489926889,4.172659663630278,18.029011425963958,1.2163257801797859e-4,6.774886200676466e-4,AT3G20860,ATNEK5;NEK5,NIMA-related kinase 5;NIMA-related kinase 5
AT5G27550.1,0.34471413551493046,0.0496706898427343,4.23151687338941,18.02582931544093,1.2182625620669886e-4,6.781042159834089e-4,AT5G27550,NA,NA
AT5G59820.1,-0.07240047179974607,-1.4092742357246184,2.5100076527201853,18.025325417278843,1.218569540869861e-4,6.781042159834089e-4,AT5G59820,AtZAT12;RHL41;ZAT12,NA;RESPONSIVE TO HIGH LIGHT 41;NA
AT5G13140.1,-0.4053120077559944,0.8920211052891729,5.673285063644694,18.025206562099157,1.218641959672547e-4,6.781042159834089e-4,AT5G13140,NA,NA
AT1G10910.1,0.036694109075525005,0.529234546111221,5.465435565065043,18.02085197255523,1.221298193092458e-4,6.793572299920597e-4,AT1G10910,EMB3103;PDM2,EMBRYO DEFECTIVE 3103;Pentratricopeptide Repeat Protein Pigment-Defective Mutant2
AT1G21640.2,-0.17642988486144526,0.5797471494175364,6.025004278756898,18.015346898191353,1.2246644925860547e-4,6.810042638514774e-4,AT1G21640,ATNADK2;NADK2,NAD KINASE 2;NAD kinase 2
AT2G44660.1,-0.23911948501128774,-0.20236583623828483,4.275211920852703,18.009778825121444,1.2280787537851474e-4,6.826768691210024e-4,AT2G44660,NA,NA
AT3G16240.1,0.5300853039758078,0.4531040759657677,8.901774561160304,18.005929470046453,1.2304446854742614e-4,6.837658045412543e-4,AT3G16240,AQP1;ATTIP2;1;DELTA-TIP;DELTA-TIP1;TIP2;1,NA;NA;delta tonoplast integral protein;NA;NA
AT1G19350.3,-0.35906950022270484,0.73639186266230094,7.347449442130646,18.001824671720847,1.2329726424175767e-4,6.849440284382564e-4,AT1G19350,BES1;BZR2,BRI1-EMS-SUPPRESSOR 1;BRASSINAZOLE-RESISTANT 2
AT1G23880.1,-0.3492393611222303,1.0567744521750446,2.821597334902531,18.000739917880626,1.2336415597082035e-4,6.85089076414483e-4,AT1G23880,NA,NA
AT2G35230.1,-0.2825086439840747,-0.09229109903941454,4.978121721668782,18.000034328946054,1.2340768584060538e-4,6.851043339181525e-4,AT2G35230,IKU1,HAIKU1
AT4G05100.1,-0.6226903747915217,-0.3599248414303088,2.054419729533385,17.993893577715056,1.237871760806375e-4,6.869840670560387e-4,AT4G05100,AtMYB74;MYB74,myb domain protein 74;myb domain protein 74
AT2G27060.1,-0.0037396738629372987,0.5412379361174274,4.8035229156439465,17.993018046855198,1.2384137768992393e-4,6.870578942579366e-4,AT2G27060,NA,NA
AT1G17440.1,-0.1727095856704873,-0.30853013647761846,6.633207459154315,17.98961763769689,1.2405211246270965e-4,6.879998142162626e-4,AT1G17440,CKH1;EER4;TAF12B,CYTOKININ-HYPERSENSITIVE 1;ENHANCED ETHYLENE RESPONSE 4;TBP-ASSOCIATED FACTOR 12B
AT2G46620.1,-0.10537411266123829,-0.5401622000341486,4.0361505277677265,17.9880299988464,1.2415062653534437e-4,6.883189356987624e-4,AT2G46620,NA,NA
AT2G48000.1,0.29196292501004684,-0.7014010904757579,4.014857661649958,17.979831467787857,1.2466059745812235e-4,6.90918303100956e-4,AT2G48000,NA,NA
AT3G15760.1,-0.7641150324332425,-0.3754879110780439,1.9465470149331225,17.974156647883202,1.2501481296767322e-4,6.926529825342818e-4,AT3G15760,NA,NA
AT2G02850.1,-0.8923726072135462,-0.15807877479293458,3.160596496361827,17.97317993837741,1.2507587945560956e-4,6.927195896789498e-4,AT2G02850,ARPN,plantacyanin
AT4G17510.1,0.3838188335347454,-0.025688522789943328,4.571360203316468,17.97264550611967,1.251093062138183e-4,6.927195896789498e-4,AT4G17510,UCH3,ubiquitin C-terminal hydrolase 3
AT4G30280.1,-0.4252876390773934,-0.5054812453448291,6.398314332057642,17.962114156336,1.257698286683256e-4,6.961473976274141e-4,AT4G30280,ATXTH18;XTH18,XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE 18;xyloglucan endotransglucosylase/hydrolase 18
AT2G20320.1,0.26684118457358696,-0.8744277386303076,5.106211590840332,17.95843087165587,1.2600166512429488e-4,6.971589417241983e-4,AT2G20320,NA,NA
AT1G48650.2,0.13004917845978078,0.2819534243245506,6.071413119882141,17.957892622115303,1.260355798569195e-4,6.971589417241983e-4,AT1G48650,NA,NA
AT2G41660.1,0.05850310511149289,-0.717512500387737,5.635577386975284,17.954682422072636,1.2623804201137307e-4,6.979129899037796e-4,AT2G41660,MIZ1,mizu-kussei 1
AT2G16900.1,-0.018431708534218404,-0.8645883193468504,5.004871452625254,17.95441393232775,1.2625498995878244e-4,6.979129899037796e-4,AT2G16900,NA,NA
AT3G50640.1,-0.8523872856476835,0.4186604564118393,2.4380819344347535,17.945994462037866,1.2678761033601112e-4,7.006266664587667e-4,AT3G50640,NA,NA
AT3G19470.1,0.6045436841461831,-0.002637290298784833,2.118588029012733,17.943735262116977,1.2693091053634433e-4,7.011878875698942e-4,AT3G19470,NA,NA
AT5G37720.1,-0.3513824853114211,-0.09600463196958879,4.887907285769687,17.941492653226724,1.270733185570049e-4,7.017438127676283e-4,AT5G37720,ALY4;AtALY4;DIP2,NA;NA;interacting with DNA-binding domain of Zn-finger PARP 1
AT2G16380.1,-0.6410595859545682,0.6981496494872026,4.979387653394989,17.940474066632643,1.2713805262929404e-4,7.018705705289223e-4,AT2G16380,NA,NA
AT1G21370.1,-0.13195491166278914,-0.44267899878141986,4.421029014935466,17.929550928907346,1.2783432549916086e-4,7.054488326096991e-4,AT1G21370,NA,NA
AT5G65685.1,0.40635700813758696,-0.029803332118746924,5.009338721396698,17.92898955077839,1.2787021223266466e-4,7.054488326096991e-4,AT5G65685,NA,NA
AT3G11950.1,0.11908371576883287,-0.6774945679817197,3.7240229891203906,17.92185497479149,1.28327176682787e-4,7.077374396238144e-4,AT3G11950,NA,NA
AT5G57910.1,-0.13634047196609797,-0.5313276674517241,3.138050087934269,17.916812800841225,1.2865110881544496e-4,7.092910984544338e-4,AT5G57910,NA,NA
AT2G19170.1,0.36563259887348465,0.05917924675771943,4.650533039970985,17.91328204393389,1.2887842730353101e-4,7.103112533700845e-4,AT2G19170,SLP3,subtilisin-like serine protease 3
AT2G26710.1,-0.9381919896388912,1.3098070292713642,2.4442008985305437,17.90942887809221,1.291269616145439e-4,7.114476314079118e-4,AT2G26710,BAS1;CYP72B1;CYP734A1,PHYB ACTIVATION TAGGED SUPPRESSOR 1;NA;NA
AT4G04210.1,0.5984038198602473,-0.7739519217129693,5.052667539973075,17.906550756061996,1.2931291695945514e-4,7.122385875416023e-4,AT4G04210,PUX4,plant UBX domain containing protein 4
AT3G27200.1,0.7202970328548685,-0.8057956470097608,2.99616202189481,17.90418490485201,0.00012946597503029041,7.128478907026709e-4,AT3G27200,NA,NA
AT1G02920.1,-0.2631897384068124,-1.350873531349106,7.413417561953739,17.90028753702549,1.2971850926793573e-4,7.1400433721889e-4,AT1G02920,ATGST11;ATGSTF7;ATGSTF8;GST11;GSTF7,ARABIDOPSIS GLUTATHIONE S-TRANSFERASE 11;NA;NA;GLUTATHIONE S-TRANSFERASE 11;glutathione S-transferase 7
AT4G01920.1,0.1145616135736735,-0.890685977031638,2.5884157992019636,17.898875105949323,1.2981015085030383e-4,7.142747213017538e-4,AT4G01920,NA,NA
AT4G28310.1,0.6432779620704394,-0.579969381573564,2.702002705838278,17.895027122864214,1.3006014489877718e-4,7.154159705810602e-4,AT4G28310,NA,NA
AT5G15650.1,-0.03925411006532344,-0.4132515851812898,8.11967039808837,17.892658179228835,1.3021428874651446e-4,7.160294064329613e-4,AT5G15650,ATRGP2;MUR5;RGP2,REVERSIBLY GLYCOSYLATED POLYPEPTIDE 2;MURUS 5;reversibly glycosylated polypeptide 2
AT5G10930.1,0.7715960794270484,-0.6093577643580625,2.9980912629304766,17.886222382661437,1.30633979982485e-4,7.181021694128815e-4,AT5G10930,CIPK5;SnRK3.24,CBL-interacting protein kinase 5;SNF1-RELATED PROTEIN KINASE 3.24
AT1G75510.1,-0.08001532277742493,-0.38958240622630963,4.826790430550841,17.885006819717958,1.3071340102797306e-4,7.183037042423681e-4,AT1G75510,NA,NA
AT2G41070.1,-0.606646092363189,-0.02787704178043315,2.6520567744808172,17.883123977404637,1.3083651533127205e-4,7.187451344179331e-4,AT2G41070,ATBZIP12;DPBF4;EEL,NA;NA;ENHANCED EM LEVEL
AT1G33750.1,-0.8608591309340713,0.4211151796107132,2.9110008876502405,17.87987165004526,1.310494500068747e-4,7.196795392826049e-4,AT1G33750,TPS22,Terpene Synthase 22
AT5G02870.1,0.4011154585743866,-0.21121004481390682,8.306929318511221,17.878849379992687,1.31116451092791e-4,7.198121770940509e-4,AT5G02870,RPL4,ribosomal large subunit 4
AT4G22590.1,-0.2764551557706171,-0.7110275008271807,4.448712066430698,17.874833450909172,1.3137999278005976e-4,7.207878833155532e-4,AT4G22590,TPPG,trehalose-6-phosphate phosphatase G
AT4G22592.1,-0.2764551557706171,-0.7110275008271807,4.448712066430698,17.874833450909172,1.3137999278005976e-4,7.207878833155532e-4,AT4G22592,NA,NA
AT3G51350.1,-0.3062542262775431,-0.5995187319800942,2.9056842012926194,17.873842412390047,1.3144511022894606e-4,7.209096985752742e-4,AT3G51350,NA,NA
AT5G27420.1,-1.2353977907419564,-0.23737752015896627,3.2677688708878856,17.872737562694496,1.315177438344122e-4,7.210726431704603e-4,AT5G27420,ATL31;CNI1,Arabidopsis toxicos en levadura 31;carbon/nitrogen insensitive 1
AT3G27230.1,-0.23324702993233165,-0.18611779493509015,5.919644168609527,17.869018835996084,1.3176251059171908e-4,7.221789283622475e-4,AT3G27230,NA,NA
AT5G06930.1,0.09924209731443348,0.5548188565272967,3.232198120188143,17.86713822489651,1.3188646588047204e-4,7.222127100384686e-4,AT5G06930,NA,NA
AT2G17700.1,0.26183313971128186,0.12577848832191202,4.667974170024893,17.866980146816875,1.3189689047206964e-4,7.222127100384686e-4,AT2G17700,STY8,serine/threonine/tyrosine kinase 8
AT3G51895.1,-0.4576591421886963,-0.16093910127340658,3.0749394875543605,17.866968655085067,1.3189764833609273e-4,7.222127100384686e-4,AT3G51895,AST12;SULTR3;1,NA;sulfate transporter 3;1
AT4G31790.1,0.21229065495970514,-0.7201400632990517,4.596282606106558,17.85481589454072,1.3270154853254343e-4,7.263777496898655e-4,AT4G31790,NA,NA
AT3G55200.1,0.4132488061852877,-0.06734336698521019,5.388158543412757,17.846615823486633,1.3324674649778948e-4,7.290376423933282e-4,AT3G55200,AtSAP130a;SAP130a,Arabidopsis thaliana spliceosome-associated protein 130 a;spliceosome-associated protein 130 a
AT4G30390.1,-0.30971377731655825,-0.18478758980862747,4.209174486511704,17.84620262200388,1.33274278218341e-4,7.290376423933282e-4,AT4G30390,NA,NA
AT1G20110.1,-0.5010908002288956,0.1274909981847323,7.13330135276853,17.81752761588071,1.3519886248810077e-4,7.393247691854182e-4,AT1G20110,FREE1;FYVE1,FYVE domain protein required for endosomal sorting 1;FYVE-domain protein 1
AT5G48160.1,-0.437098052197756,0.34466220085755556,6.319199724428416,17.8163989778654,1.352751793075067e-4,7.395013788437374e-4,AT5G48160,OBE2,OBERON2
AT1G03970.1,-0.64302043137353,0.6066480360887498,4.511894200653892,17.815333973903037,1.3534723279110144e-4,7.396545750350401e-4,AT1G03970,GBF4,G-box binding factor 4
AT3G63210.1,0.15226828048267882,0.3626594287829733,6.040925721352279,17.813219833677334,1.3549037995070482e-4,7.401960626965496e-4,AT3G63210,MARD1,MEDIATOR OF ABA-REGULATED DORMANCY 1
AT2G29890.3,0.43190259061815617,-0.022102653657421298,4.836893103441232,17.808283607009326,1.3582519857928662e-4,7.417839762462405e-4,AT2G29890,ATVLN1;VLN1,NA;villin 1
AT4G10510.1,0.11090951047796285,-1.0506576914663626,1.7693144184403966,17.798414193546762,1.364971125867819e-4,7.452112428811665e-4,AT4G10510,NA,NA
AT1G15520.1,0.795057609853143,-3.391452888272634,4.024016864453489,17.783571770355586,1.3751385460393338e-4,7.505182727392713e-4,AT1G15520,ABCG40;ATABCG40;ATPDR12;PDR12,ATP-binding cassette G40;Arabidopsis thaliana ATP-binding cassette G40;PLEIOTROPIC DRUG RESISTANCE 12;pleiotropic drug resistance 12
AT5G17190.1,0.3560598800544598,-0.0723814655014607,4.797095596177729,17.772844769229025,1.3825339172157094e-4,7.543094275838489e-4,AT5G17190,NA,NA
AT2G16990.1,0.7132877901006424,0.11702414357008405,2.3587653059994373,17.77045516897292,1.3841867561264817e-4,7.549660167587262e-4,AT2G16990,NA,NA
AT3G27010.1,-0.09801278244331668,-0.8338123051002593,3.6470563445052737,17.76849508060198,1.3855439852720604e-4,7.554609999540845e-4,AT3G27010,AT-TCP20;ATTCP20;PCF1;TCP20,"ARABIDOPSIS THALIANA TEOSINTE BRANCHED 1, CYCLOIDEA, PCF (TCP)-DOMAIN FAMILY PROTEIN 20;NA;NA;TEOSINTE BRANCHED 1, cycloidea, PCF (TCP)-domain family protein 20"
AT2G45140.1,-0.0582627379702552,-0.35006257017116515,5.614182596479868,17.76621956039653,1.387121299071277e-4,7.560756230726277e-4,AT2G45140,PVA12,plant VAP homolog 12
AT5G18690.1,-0.611440055324791,0.11415709655286657,3.8247503876540643,17.764293589533395,1.3884577200477878e-4,7.565585870607457e-4,AT5G18690,AGP25;ATAGP25,arabinogalactan protein 25;ARABIDOPSIS THALIANA ARABINOGALACTAN PROTEINS 25
