genes,logFC,logCPM,LR,PValue,FDR,AGI,symbol2,full_name
AT2G47000.1,0.6366579547730583,6.42497792333529,14.03715938945089,1.7923347633658527e-4,0.0012808599046920327,AT2G47000,ABCB4;AtABCB4;ATPGP4;MDR4;PGP4,ATP-binding cassette B4;NA;ARABIDOPSIS P-GLYCOPROTEIN 4;MULTIDRUG RESISTANCE 4;P-GLYCOPROTEIN 4
AT5G44520.1,-0.49603078132244344,4.4823571551764045,14.035662863943443,1.793761678722659e-4,0.001281607057802228,AT5G44520,NA,NA
AT5G27950.1,-0.3936186506268662,5.8151540525968874,14.033103861221928,1.7962043023544462e-4,0.0012830794423408611,AT5G27950,NA,NA
AT4G13710.1,-0.7257673095757459,2.595080813762027,14.028492124467641,1.8006147678398927e-4,0.0012859565872254213,AT4G13710,NA,NA
AT4G02020.1,-0.4233479340196792,5.400129759120217,14.027907314860478,1.801174833224302e-4,0.0012860832287718445,AT4G02020,EZA1;SDG10;SWN,NA;SET DOMAIN-CONTAINING PROTEIN 10;SWINGER
AT3G47830.1,1.433737325757393,0.6308308912714539,14.026495498175624,1.8025276369363093e-4,0.0012867757309609914,AT3G47830,NA,NA
AT2G22090.2,0.5507768334890911,3.8505465684153424,14.02336920848207,1.8055268932602655e-4,0.0012886430473095039,AT2G22090,UBA1A,"NA"
AT4G12070.1,0.7431425377049414,3.8575399511403434,14.02236365731558,1.8064926529859788e-4,0.0012890585288943483,AT4G12070,NA,NA
AT4G33040.1,1.1511197566050286,1.6127722120360666,14.015790882461545,1.8128181606113578e-4,0.0012932975760692749,AT4G33040,ROXY21,"NA"
AT1G69800.2,-0.5298993657187461,3.7817613193004442,14.01469741671632,1.8138726526918436e-4,0.0012937751830980966,AT1G69800,NA,NA
AT1G18990.1,-2.5965228595818863,-1.3761358101156222,14.013840444026195,1.814699512716355e-4,0.001294090259471455,AT1G18990,NA,NA
AT5G13080.1,1.3721048041378046,2.477575824071223,14.0097957327883,1.8186072268836805e-4,0.001296601740669328,AT5G13080,ATWRKY75;WRKY75,ARABIDOPSIS THALIANA WRKY DNA-BINDING PROTEIN 75;WRKY DNA-binding protein 75
AT4G03440.1,0.7627769544473646,2.191463027986688,14.003685573653636,1.8245265105297617e-4,0.001300546028994931,AT4G03440,NA,NA
AT1G64610.1,0.8275390760796612,3.446828863100003,14.00026957579778,1.827844249616401e-4,0.0013026208674082826,AT1G64610,NA,NA
AT3G06590.1,-0.5377114479448607,4.723495441268741,13.999890691693672,1.8282126095760552e-4,0.0013026208674082826,AT3G06590,AIF2;RITF1,ATBS1 Interacting Factor 2;RSA1 interacting transcription factor 1
AT4G15950.1,-0.840390273509276,2.1281046709356293,13.99819407364819,1.8298630185228443e-4,0.001303520397464588,AT4G15950,NRPD4;NRPE4;RDM2,NA;NA;RNA-DIRECTED DNA METHYLATION 2
AT2G30580.1,0.5239255563931886,3.6818641624495743,13.992730931289282,1.835187570170249e-4,0.0013070363020953944,AT2G30580,AtDRIP2;BMI1A;DRIP2,NA;NA;DREB2A-interacting protein 2
AT5G18550.1,-0.49620012159345656,4.73814713691157,13.968323008014119,1.85916758172158e-4,0.0013238344793602146,AT5G18550,NA,NA
AT1G20410.1,-0.5399608876792589,3.974558361304074,13.9675178063245,1.8599640225082926e-4,0.0013241209975492297,AT1G20410,NA,NA
AT4G21940.2,0.773600489475237,2.160015150816429,13.965248593888964,1.8622103945891975e-4,0.0013254393916328365,AT4G21940,CPK15,calcium-dependent protein kinase 15
AT1G04260.1,0.4994278995779398,4.128474800769932,13.962942347664807,1.864496227901789e-4,0.0013267303013608986,AT1G04260,MPI7;MPIP7;PRA1.D,CAMV movement protein interacting protein 7;CAMV MOVEMENT PROTEIN INTERACTING PROTEIN 7;PRENYLATED RAB ACCEPTOR 1.D
AT5G59580.1,1.626472291882594,-0.07812772234229419,13.962622200171188,1.8648137650519386e-4,0.0013267303013608986,AT5G59580,UGT76E1,UDP-glucosyl transferase 76E1
AT5G02120.1,-0.5903244460790369,4.624531879989378,13.961525440503994,1.86590199524239e-4,0.0013271571832953698,AT5G02120,OHP;OHP1;PDE335,one helix protein;one-helix LHC-like protein 1;PIGMENT DEFECTIVE 335
AT5G40280.1,0.5407209423817837,3.8878204283834465,13.961221479588524,1.8662037054552178e-4,0.0013271571832953698,AT5G40280,ATFTB;ERA1;WIG,ARABIDOPSIS THALIANA FARNESYL TRANSFERASE BETA SUBUNIT;ENHANCED RESPONSE TO ABA 1;WIGGUM
AT4G14230.1,-0.4409159739090363,5.762369106184292,13.953817545978387,1.873568012617416e-4,0.0013321124071089803,AT4G14230,NA,NA
AT4G38810.2,-0.5956844434183087,5.303546912702189,13.95120209610088,1.876176455449015e-4,0.001333684816077804,AT4G38810,NA,NA
AT1G66730.1,-0.48423274534336364,5.090620266016749,13.949546449477642,1.8778295569286482e-4,0.00133457759669874,AT1G66730,AtLIG6;LIG6,DNA LIGASE 6;DNA LIGASE 6
AT5G44600.1,-0.6821356277497,3.0538585866216983,13.946091880302234,1.8812835417042728e-4,0.0013367496208151189,AT5G44600,NA,NA
AT2G21540.1,0.5606130381212312,4.6454733757761915,13.941884527610362,1.8854988273371952e-4,0.0013394615559447025,AT2G21540,ATSFH3;SFH3,SEC14-LIKE 3;SEC14-like 3
AT3G19770.1,0.4754698141478719,4.552862944159618,13.941308963560347,1.88607621593239e-4,0.001339588522675125,AT3G19770,ATVPS9A;VPS9;VPS9A,ARABIDOPSIS THALIANA VACUOLAR PROTEIN SORTING 9A;NA;NA
AT3G61490.1,-0.6006108160462589,3.380817724427084,13.937014876435239,1.890389540417699e-4,0.0013423683291867185,AT3G61490,NA,NA
AT3G49840.1,-0.7070863632155405,2.603213072842964,13.935091730139915,1.8923245226605526e-4,0.0013434584536327887,AT3G49840,Nemp_C,Inner Nuclear Membrane Protein C
AT1G63100.1,-0.5184594698545004,3.9641297656144574,13.924435736042135,1.9030823110086184e-4,0.001350810557974474,AT1G63100,NA,NA
AT4G17695.1,0.6252621878473889,3.438433217435703,13.915218743602196,1.9124370298739566e-4,0.0013571638664799301,AT4G17695,KAN3,KANADI 3
AT3G12650.1,0.5706323888833766,3.8465403952503308,13.913326987973688,1.914362775405503e-4,0.0013582436228711087,AT3G12650,NA,NA
AT2G44760.1,-0.5011560469766484,5.091124995152723,13.912863392781652,1.9148349981253277e-4,0.0013582918641969024,AT2G44760,NA,NA
AT5G41160.1,1.1304268929802184,0.606668098717099,13.903810444041595,1.9240799779470723e-4,0.0013645617437521638,AT5G41160,ATPUP12;PUP12,ARABIDOPSIS THALIANA PURINE PERMEASE 12;purine permease 12
AT4G39950.1,0.5782251985066577,6.166146396892556,13.897648557744521,1.9303982757328542e-4,0.0013687538058910185,AT4G39950,CYP79B2,"""cytochrome P450, family 79, subfamily B, polypeptide 2"""
AT5G16960.1,3.39225004017242,-0.45322644731131567,13.88537864803827,1.9430419583775377e-4,0.0013774281832363295,AT5G16960,NA,NA
AT5G24660.1,1.7822174116220715,3.558042984075915,13.881100262345328,1.9474702635761848e-4,0.001380276224355346,AT5G24660,LSU2,RESPONSE TO LOW SULFUR 2
AT4G09160.1,-0.5430096596738585,5.137380614514071,13.878719371696999,1.9499389850866647e-4,0.0013817344955057384,AT4G09160,PATL5,"NA"
AT5G11140.1,2.2960834286271705,-1.3762274671694867,13.877809739796543,1.9508830053449353e-4,0.0013821119701792222,AT5G11140,NA,NA
AT1G31970.1,-0.4057142685698974,6.515331362218266,13.874599302411216,1.9542184938722883e-4,0.0013841831751917502,AT1G31970,RH5;STRS1,NA;STRESS RESPONSE SUPPRESSOR 1
AT5G12250.1,-0.4190869943747721,7.544171386379208,13.873932107001206,1.954912398200441e-4,0.0013843828536213112,AT5G12250,TUB6,beta-6 tubulin
AT2G27550.1,0.5269966866635772,3.8424781095424976,13.87152416455427,1.957418799585297e-4,0.0013858657080418279,AT2G27550,ATC,centroradialis
AT3G05220.1,-0.5217631290568964,7.301457663690523,13.869905290179716,1.9591056880760463e-4,0.001386767839282311,AT3G05220,NA,NA
AT2G01010.1,-2.0627618487076242,-0.692558350307034,13.862165744799915,1.967190656375753e-4,0.0013921975660391333,AT2G01010,NA,NA
AT1G76180.1,0.515994628667577,8.464136428273246,13.860263529443245,1.9691829099254232e-4,0.0013933140479956637,AT1G76180,ERD14,EARLY RESPONSE TO DEHYDRATION 14
AT2G01940.3,-0.6761162391362484,2.8664628013386912,13.858884422817763,1.9706285651516705e-4,0.0013940433904468723,AT2G01940,ATIDD15;IDD15;SGR5,ARABIDOPSIS THALIANA INDETERMINATE(ID)-DOMAIN 15;INDETERMINATE(ID)-DOMAIN 15;SHOOT GRAVITROPISM 5
AT1G20520.1,-5.617657751339921,-2.071476112130113,13.853622029904873,1.9761547246884548e-4,0.0013975770535790907,AT1G20520,NA,NA
AT1G31175.1,0.5852968484121541,3.52126739372319,13.853335926671178,1.9764556153228495e-4,0.0013975770535790907,AT1G31175,NA,NA
AT4G38580.1,-0.6339960347119653,3.6842048677851853,13.850497575297705,1.9794431697447607e-4,0.0013993951060333148,AT4G38580,ATFP6;FP6;HIPP26,farnesylated protein 6;farnesylated protein 6;HEAVY METAL ASSOCIATED ISOPRENYLATED PLANT PROTEIN 26
AT1G62250.1,-0.571998578807606,3.648916697959142,13.85009692278646,1.979865249531854e-4,0.0013993990768777736,AT1G62250,NA,NA
AT1G57700.1,0.5374356085125567,3.953881493326938,13.845366375503252,1.9848556515208497e-4,0.0014026313270747337,AT1G57700,NA,NA
AT2G33490.1,0.424919897602132,5.317924258007893,13.826137199802153,2.0052719010949375e-4,0.0014165553574097896,AT2G33490,NA,NA
AT1G64790.2,-0.4295683164977642,7.301161471090712,13.826014731394181,2.0054026055587074e-4,0.0014165553574097896,AT1G64790,ILA;NOXY7,ILITHYIA;non-responding to oxylipins 7
AT1G47395.1,1.4166543942431968,2.3470053591457525,13.81691603724819,2.0151372355198727e-4,0.0014231324377456656,AT1G47395,NA,NA
AT3G23980.1,0.4321287900966469,6.083013647229715,13.80826903770992,2.0244327179421594e-4,0.0014293966839313394,AT3G23980,BLI;KOS1,BLISTER;KOLD SENSITIV 1
AT2G04900.1,0.46873345753039874,4.919579139289122,13.804493656238677,2.0285047710294564e-4,0.0014319709520195754,AT2G04900,NA,NA
AT2G16910.1,2.484318918628931,-1.0834767864280326,13.799671208542733,2.0337181738901326e-4,0.0014353496760986396,AT2G16910,AMS,ABORTED MICROSPORES
AT3G53830.1,1.475420323160672,1.3274428935219444,13.79782885710102,2.0357134462678668e-4,0.0014364561785277794,AT3G53830,NA,NA
AT3G09410.1,-0.45901623731677266,4.950988793108298,13.792454565209242,2.0415450959026412e-4,0.0014401244900970652,AT3G09410,AtPAE5,Pectin Acetyesterase 5
AT1G16880.1,-0.5347104506358882,8.92666076789299,13.79224828947136,2.0417692610030411e-4,0.0014401244900970652,AT1G16880,ACR11,ACT domain repeats 11
AT3G27880.1,0.635294388120107,3.429001592011607,13.789955900975732,2.044262127708661e-4,0.0014415801891976166,AT3G27880,NA,NA
AT5G26700.1,1.6050457573220176,-0.4907403475996358,13.782564240767387,2.0523211206643015e-4,0.0014469595949761196,AT5G26700,NA,NA
AT5G48220.1,-0.5651568434288682,5.084462619782403,13.779925514451715,2.0552058224523176e-4,0.001448689449256194,AT5G48220,NA,NA
AT5G40720.1,-0.7234351250884659,2.7909481461441734,13.773513080410783,2.0622330449270544e-4,0.00145333797767699,AT5G40720,NA,NA
AT1G09995.1,0.8583064464516089,2.0660934430837616,13.768061334739382,2.0682265099858976e-4,0.0014572561792523826,AT1G09995,NA,NA
AT5G26667.1,0.4868649577372905,6.243550661588631,13.766979487493714,2.0694179414887216e-4,0.0014577899721153883,AT5G26667,PYR6,"NA"
AT4G35590.1,1.6650742677841952,-0.26286321892882353,13.758811897594747,2.0784352017198148e-4,0.0014638352472896503,AT4G35590,RKD5,RWP-RK domain-containing 5
AT1G35220.1,0.39591876134548654,5.907657199481132,13.754900123037526,2.0827679258835464e-4,0.0014665793764781837,AT1G35220,NA,NA
AT4G14770.1,-0.6275834732573634,4.012583321181798,13.752220406328352,2.0857412602852163e-4,0.001468365343140663,AT4G14770,ATTCX2;TCX2,TESMIN/TSO1-LIKE CXC 2;TESMIN/TSO1-like CXC 2
AT1G75960.1,-0.9752381707388266,4.039736543069678,13.749203986093551,2.0890933076636226e-4,0.0014704171203207591,AT1G75960,NA,NA
AT5G44670.1,-0.5463834950454114,3.607516460915498,13.739560751341573,2.099845969043166e-4,0.0014774790697095546,AT5G44670,GALS2,galactan synthase 2
AT5G14660.1,-0.49974644862920925,5.264804915083669,13.739417640997338,2.1000059630179254e-4,0.0014774790697095546,AT5G14660,ATDEF2;DEF2;PDF1B,NA;NA;peptide deformylase 1B
AT1G29340.1,0.43084837110065294,6.019698340625929,13.735278814797816,2.1046383904643743e-4,0.0014804282854591563,AT1G29340,ATPUB17;PUB17,ARABIDOPSIS THALIANA PLANT U-BOX 17;plant U-box 17
AT3G14075.1,0.48815903606505606,4.372921058690979,13.734054974550597,2.1060101586233294e-4,0.001481083159272941,AT3G14075,NA,NA
AT5G45370.2,0.726797254744428,2.8379942598390664,13.733305193342908,2.106851012282229e-4,0.001481364463584588,AT5G45370,UMAMIT1,Usually multiple acids move in and out Transporters 1
AT2G30860.1,-0.5911855197445006,9.069064924212205,13.729215169070358,2.1114437915965004e-4,0.0014842831440423766,AT2G30860,ATGSTF7;ATGSTF9;GLUTTR;GSTF9,NA;glutathione S-transferase PHI 9;NA;glutathione S-transferase PHI 9
AT2G31290.1,-0.73089126929522,2.254177500782007,13.725502403272753,2.1156216730667938e-4,0.001486909003522075,AT2G31290,NA,NA
AT3G06840.1,-0.7060007105583093,2.516309679586721,13.723610543310137,2.1177537375728704e-4,0.0014880962168532747,AT3G06840,NA,NA
AT2G34310.1,-0.48426879533987344,4.885671566341811,13.71033816850553,2.1327722642430565e-4,0.001498158135805669,AT2G34310,NA,NA
AT3G02870.1,-0.457544385455929,4.540986293977116,13.710168577625744,2.1329648597388014e-4,0.001498158135805669,AT3G02870,VTC4,"NA"
AT1G03970.1,-0.5698699814087036,4.512459305538699,13.709368702556993,2.133873472291625e-4,0.0014984831016916025,AT1G03970,GBF4,G-box binding factor 4
AT2G40530.1,-1.1490795480295026,1.3865194181719422,13.696423546600801,2.1486327792237346e-4,0.0015085323578661917,AT2G40530,NA,NA
AT1G72650.2,-0.4631253169627416,5.005615598162396,13.688652462550195,2.157542275747105e-4,0.0015144711834061881,AT1G72650,TRFL6,TRF-like 6
AT2G28950.1,-0.7167072411398749,6.353607130887168,13.687695359312187,2.1586421597879322e-4,0.0015146997286723772,AT2G28950,ATEXP6;ATEXPA6;ATHEXP ALPHA 1.8;EXPA6,ARABIDOPSIS THALIANA TEXPANSIN 6;expansin A6;NA;expansin A6
AT1G23820.1,-0.3904093305058315,6.617998560985718,13.687584652184132,2.1587694186691312e-4,0.0015146997286723772,AT1G23820,SPDS1,spermidine synthase 1
AT1G20870.1,-1.2251741073658964,1.2897713852713473,13.6868681636557,2.1595932117378293e-4,0.001514961400852078,AT1G20870,IDM3,Increased DNA Methylation 3
AT2G04842.1,-0.46213909920559043,7.230363924672202,13.677694892228544,2.170168343991222e-4,0.0015220621309704246,AT2G04842,EMB2761,EMBRYO DEFECTIVE 2761
AT2G36690.1,1.4135353521383947,3.396047860408668,13.673546226616331,2.1749681290983154e-4,0.0015251101643147245,AT2G36690,GIM2,Germination Insensitive to ABA Mutant 2
AT1G25440.1,-0.8684595961415881,7.016329827057153,13.668402333618822,2.1809341950736205e-4,0.00152897456338126,AT1G25440,BBX15,B-box domain protein 15
AT1G56430.1,0.8797693610759562,3.8486974930597007,13.66286128762887,2.1873793428696625e-4,0.0015331731472487775,AT1G56430,ATNAS4;NAS4,ARABIDOPSIS THALIANA NICOTIANAMINE SYNTHASE 4;nicotianamine synthase 4
AT5G28840.1,-0.49725813115041945,7.513919337602021,13.656396136458085,2.1949236408780096e-4,0.0015381402331758683,AT5G28840,GME,"""GDP-D-mannose 3',5'-epimerase"""
AT1G23830.1,0.7068324304321646,2.490666160511647,13.65525268060078,2.1962606855602338e-4,0.0015387562876604457,AT1G23830,NA,NA
AT5G59290.2,0.3844484403152896,6.5673662480279,13.6444097201543,2.2089802351469255e-4,0.001547345296256139,AT5G59290,ATUXS3;UXS3,NA;UDP-glucuronic acid decarboxylase 3
AT3G63090.1,0.5732253937294708,3.2377413898064584,13.644014397380525,2.2094453761946047e-4,0.0015473485521236162,AT3G63090,NA,NA
AT2G21050.1,-0.613081217260301,4.618024382225493,13.636023722508767,2.2188684776696725e-4,0.0015536240589009446,AT2G21050,LAX2,like AUXIN RESISTANT 2
AT1G36180.1,-0.6196758654318814,4.375374503817247,13.629147989548958,2.227009178397171e-4,0.0015589992169271194,AT1G36180,ACC2,acetyl-CoA carboxylase 2
AT5G15240.1,-1.1515273806349422,1.39589932335255,13.628627434987482,2.2276267264447627e-4,0.0015591067123931872,AT5G15240,NA,NA
AT1G08960.1,0.5375701571846243,4.396783803317732,13.627503520718617,2.2289606450608912e-4,0.0015597154434680565,AT1G08960,ATCAX11;AtCXX5;CAX11;CCX5,CATION EXCHANGER 11;Arabidopsis thaliana cation calcium exchanger 5;cation exchanger 11;cation calcium exchanger  5
AT2G16950.1,0.39416193810755806,6.591746902812065,13.624755813780446,2.2322251534960479e-4,0.0015616745702222402,AT2G16950,ATTRN1;TRN1,TRANSPORTIN 1;transportin 1
AT1G15950.1,0.5505046719866885,6.224858264588728,13.622144120348494,2.2353325321313155e-4,0.0015635229755344808,AT1G15950,ATCCR1;CCR1;IRX4,NA;cinnamoyl coa reductase 1;IRREGULAR XYLEM 4
AT3G04970.1,0.5664503800411442,3.4133917625918344,13.616473882453956,2.2420939628909185e-4,0.0015679259384195764,AT3G04970,NA,NA
AT5G55710.1,-0.6193961259618951,5.824644899408214,13.615159870315068,2.2436637853323605e-4,0.0015686972641435284,AT5G55710,AtTic20-V;Tic20-V,translocon at the inner envelope membrane of chloroplasts 20-V;translocon at the inner envelope membrane of chloroplasts 20-V
AT4G24610.2,-0.4711566201632168,4.811128832312381,13.614759819573152,2.2441419373563236e-4,0.0015687051670282336,AT4G24610,NA,NA
AT1G80020.1,0.4908994095946252,6.185385760909878,13.609983913570597,2.2498581721676502e-4,0.001572373841538631,AT1G80020,NA,NA
AT1G79710.1,0.7097505157883377,4.179870906384915,13.604169028951864,2.256837760685989e-4,0.0015769237353830444,AT1G79710,NA,NA
AT3G57060.2,-0.46232593311828696,4.140677551167047,13.602841373475199,2.2584343985753656e-4,0.0015777112819320047,AT3G57060,NA,NA
AT2G44610.1,0.3903084520372184,6.872881760575527,13.600690907603603,2.2610229631502276e-4,0.0015791913034249418,AT2G44610,ATRAB6A;ATRABH1B;RAB6;RAB6A,NA;NA;NA;NA
AT1G43675.1,-1.5380434387460262,0.12977749980946085,13.599419003752072,2.2625553895131546e-4,0.0015799332127685165,AT1G43675,NA,NA
AT1G74910.1,-0.43799427823551157,6.743434211438925,13.586278908346983,2.2784483425481903e-4,0.001590700627598261,AT1G74910,KJC1,KONJAC 1
AT1G17440.1,0.4601579759245307,6.6330746168679875,13.584506392678687,2.2806007948503195e-4,0.0015918726196211142,AT1G17440,CKH1;EER4;TAF12B,CYTOKININ-HYPERSENSITIVE 1;ENHANCED ETHYLENE RESPONSE 4;TBP-ASSOCIATED FACTOR 12B
AT2G32690.1,-0.4380473206773021,6.5930268769999225,13.583665341369052,2.281622841184846e-4,0.0015922552587641367,AT2G32690,ATGRP23;GRP23,GLYCINE-RICH PROTEIN 23;glycine-rich protein 23
AT3G16860.1,0.6811918118962262,3.3121622454756463,13.576998546126473,2.2897406834987741e-4,0.0015975885890142402,AT3G16860,COBL8,COBRA-like protein 8 precursor
AT1G28490.1,0.4467694308644604,4.934875010998287,13.57566048783844,2.2913734776108208e-4,0.0015983959226630433,AT1G28490,ATSYP61;OSM1;SYP61,NA;NA;syntaxin of plants 61
AT3G19900.1,-0.43166652271930084,5.276811099492536,13.574511582091805,2.2927763904859852e-4,0.0015990425959549622,AT3G19900,NA,NA
AT1G21540.1,0.7704267041179871,3.7429453064024707,13.561846385090103,2.3082991684967528e-4,0.001609534522926497,AT1G21540,NA,NA
AT3G57790.1,0.5453080961104008,4.190257652064402,13.55356290942491,2.3185088403962774e-4,0.0016163181339210729,AT3G57790,NA,NA
AT3G43670.1,-0.602967566850793,5.142306936080036,13.55253024324324,2.3197848234019438e-4,0.0016168722181280257,AT3G43670,NA,NA
AT5G05320.1,0.8314643046410012,2.444263260963431,13.545586764175813,2.3283827200369411e-4,0.0016225283317851781,AT5G05320,NA,NA
AT5G01390.1,-0.7142795354141146,3.0311860641982276,13.544866877649179,2.329275968629913e-4,0.0016228142462762253,AT5G01390,NA,NA
AT5G12880.1,0.7938752066449312,2.20352025405487,13.544212755606035,2.330087914868824e-4,0.0016230434103528652,AT5G12880,NA,NA
AT3G14910.1,0.5596463042149519,3.681864082844441,13.543500087336737,2.330972857804927e-4,0.0016233233153981588,AT3G14910,NA,NA
AT1G69900.1,0.9100889405667417,3.6930565949984175,13.542054655887682,2.3327687363655303e-4,0.001624237361776928,AT1G69900,NA,NA
AT3G13380.1,0.695208459071658,4.723126434448612,13.535145060398605,2.3413728563594224e-4,0.0016298904230244316,AT3G13380,BRL3,BRI1-like 3
AT2G34090.2,-0.5073125810040845,4.145353386508038,13.531428643545055,2.3460139145627096e-4,0.0016327829237186447,AT2G34090,MEE18,maternal effect embryo arrest 18
AT3G11880.1,0.5342777133583355,4.742856856516423,13.530293402999341,2.3474334495818388e-4,0.0016334325693279966,AT3G11880,NA,NA
AT5G51110.1,-0.453737112840671,7.359456459804283,13.529294279699059,2.348683496072937e-4,0.0016339640338518184,AT5G51110,ATP1;RAF2;SDIRIP1,AtAIRP2 Target Protein 1;Rubisco Assembly Factor 2;SDIR1-INTERACTING PROTEIN1
AT5G23070.1,-0.46121235034290337,5.068113734704401,13.522759235832918,2.35687633252191e-4,0.0016393243329621448,AT5G23070,AtTK1b;TK1b;TK2,NA;thymidine kinase 1b;NA
AT5G64740.1,0.46102511795137113,8.557642702666232,13.519803481247266,2.3605913479165434e-4,0.001641568511438156,AT5G64740,CESA6;E112;IXR2;PRC1,cellulose synthase 6;NA;ISOXABEN RESISTANT 2;PROCUSTE 1
AT5G63130.1,1.7924396666738673,0.8387826328239005,13.519339368647227,2.3611752154546604e-4,0.0016416347939107697,AT5G63130,NA,NA
AT5G37020.1,-0.41353120140273236,5.23765292120188,13.50611383719803,2.377874633057462e-4,0.0016529032565162772,AT5G37020,ARF8;ATARF8,auxin response factor 8;NA
AT5G53160.2,-0.4923457266391995,6.3646647202510565,13.504014187390094,2.3805367139176405e-4,0.0016541294139479762,AT5G53160,PYL8;RCAR3,PYR1-like 8;regulatory components of ABA receptor 3
AT3G07780.1,0.5575321592174984,6.493019025199037,13.503946067482545,2.3806231313173063e-4,0.0016541294139479762,AT3G07780,OBE1,OBERON1
AT2G39520.1,2.6681693432966043,0.2850563152019247,13.50220176202189,2.382837046888405e-4,0.0016553254176048002,AT2G39520,NA,NA
AT5G35170.1,-0.5196200038602,8.117312288763014,13.498612257805917,2.387399464517038e-4,0.0016581520629744008,AT5G35170,NA,NA
AT4G13575.1,-0.7012746251158272,3.03305024578464,13.489812151069286,2.3986220700205905e-4,0.0016656023723255193,AT4G13575,NA,NA
AT1G67740.1,-0.7181091611233693,10.408693482930943,13.47981529135086,2.4114353884837603e-4,0.0016741539653684157,AT1G67740,PSBY;YCF32,photosystem II BY;NA
AT5G04770.1,-0.7038726960839449,3.136230836243203,13.475953228309406,2.416403979626681e-4,0.0016772568998846464,AT5G04770,ATCAT6;CAT6,ARABIDOPSIS THALIANA CATIONIC AMINO ACID TRANSPORTER 6;cationic amino acid transporter 6
AT3G13600.1,0.8263729776153038,1.9365867754338937,13.475354853041502,2.4171747192408669e-4,0.0016774453720762414,AT3G13600,NA,NA
AT1G45010.1,0.7597900223107973,3.3595572942116703,13.473363861948794,2.4197410071799706e-4,0.0016788795647999458,AT1G45010,NA,NA
AT1G77370.1,0.5216120677195871,4.781436829557372,13.471978835533882,2.4215278562179503e-4,0.0016797724819288928,AT1G77370,NA,NA
AT1G68300.1,0.5298288055906871,4.2010214941561665,13.464399468886135,2.431329717823665e-4,0.0016862237601302536,AT1G68300,NA,NA
AT5G04130.1,-0.4222806707623822,5.164209871382188,13.462792675430796,2.4334128021748173e-4,0.0016873202017886548,AT5G04130,GYRB2,DNA GYRASE B2
AT5G19390.1,-0.517549444829775,6.494849691487266,13.45604686563329,2.4421778716028836e-4,0.0016930485009614214,AT5G19390,PHGAP2,"NA"
AT2G45730.1,-0.4189049296044202,4.888701262685209,13.452033291544506,2.4474079403044623e-4,0.0016963242906375938,AT2G45730,AtTRM6;TRM6,NA;tRNA methyltransferase 6
AT5G41300.1,1.4737264204348541,0.2725444242614814,13.443154101456969,2.45901851393336e-4,0.0017040202125219379,AT5G41300,NA,NA
AT3G46600.1,-0.768296337411999,5.943957316716516,13.440524679271256,2.462467430888652e-4,0.001706058363148876,AT3G46600,NA,NA
AT4G28350.1,1.133421459663168,2.894812071333838,13.43862002661757,2.464968738416931e-4,0.0017074392815560856,AT4G28350,LecRK-VII.2,L-type lectin receptor kinase VII.2
AT3G58810.1,0.679312697170659,3.9611034654222728,13.436804013327452,2.4673560238666094e-4,0.0017087406659927,AT3G58810,ATMTP3;ATMTPA2;MTP3;MTPA2,ARABIDOPSIS METAL TOLERANCE PROTEIN 3;NA;METAL TOLERANCE PROTEIN 3;metal tolerance protein A2
AT4G32010.1,0.44896017328398374,5.8470372467756695,13.436140078086513,2.468229398009295e-4,0.001708993287284326,AT4G32010,HSI2-L1;HSL1;VAL2,NA;HSI2-like 1;VP1/ABI3-LIKE 2
AT1G18320.1,1.4842321160434029,0.7218191918448614,13.43351428943344,2.4716865475983774e-4,0.0017110344328883536,AT1G18320,NA,NA
AT4G01037.1,-0.5016304461961273,5.533847055743304,13.430569302720153,2.4755697642176973e-4,0.0017133696234241619,AT4G01037,AtWTF1;WTF1,NA;what's this factor?
AT2G39518.1,2.0832743186331664,3.260639779964823,13.425323788149411,2.482501659012112e-4,0.0017178134420536449,AT2G39518,CASPL4D2,CASP-like protein 4D2
AT4G25090.1,0.6141864019399347,4.0535226470837555,13.421110057392447,2.488084228247397e-4,0.001721321932006774,AT4G25090,NA,NA
AT1G28390.2,1.0343553634610125,3.626243493589689,13.41910655029092,2.4907430147862793e-4,0.0017228066443567014,AT1G28390,NA,NA
AT5G48660.1,0.629558186589845,2.8778790378381056,13.414067037372764,2.4974434488067755e-4,0.0017270857124265337,AT5G48660,NA,NA
AT4G01800.2,-0.4742613061956854,7.845553772861779,13.40930171586566,2.5037960336117597e-4,0.0017307947172228587,AT4G01800,AGY1;AtcpSecA;SECA1,Albino or Glassy Yellow 1;Arabidopsis thaliana chloroplast SecA;NA
AT5G20730.1,0.40315987102263934,6.6373315075442285,13.409271017578384,2.50383700982689e-4,0.0017307947172228587,AT5G20730,ARF7;BIP;IAA21;IAA23;IAA25;MSG1;NPH4;TIR5,AUXIN RESPONSE FACTOR 7;BIPOSTO;indole-3-acetic acid inducible 21;indole-3-acetic acid inducible 23;indole-3-acetic acid inducible 25;MASSUGU 1;NON-PHOTOTROPHIC HYPOCOTYL;TRANSPORT INHIBITOR RESPONSE 5
AT2G42485.1,-0.8274967939748639,1.740787129536194,13.40549583226091,2.5088813002434204e-4,0.0017339249167169768,AT2G42485,NA,NA
AT2G18030.1,0.47382989501061906,4.166115333803022,13.404884651247665,2.509698904898775e-4,0.0017341333045940498,AT2G18030,MSRA5,methionine sulfoxide reductase A5
